"Div","Date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","timeofday","TotalYellow","TotalRed","HBP","ABP","TBP","Total.Fouls","B365H","B365D","B365A","B365CH","B365CD","B365CA","ExpectedR","POS","ERO"
"E0","17/10/2021","14:00","Everton","West Ham",0,1,"A",0,0,"D","S Attwell",15,16,2,4,3,3,7,9,0,2,0,0,"Afternoon",2,0,0,20,20,6,2.5,3.4,2.8,2.8,3.2,2.6,"A","Y",2.6
"E0","17/10/2021","16:30","Newcastle","Tottenham",2,3,"A",1,3,"A","A Marriner",7,14,1,4,13,4,2,9,4,1,1,0,"Afternoon",5,1,65,10,75,17,3.5,3.6,2.05,3.5,3.6,2.05,"A","Y",2.05
"E0","18/10/2021","20:00","Arsenal","Crystal Palace",2,2,"D",1,0,"H","M Dean",17,9,6,6,7,4,6,4,1,1,0,0,"Evening",2,0,10,10,20,11,1.6,3.8,6,1.57,4,6,"H","N",1.57
"E0","22/10/2021","20:00","Arsenal","Aston Villa",3,1,"H",2,0,"H","C Pawson",22,10,9,4,17,10,7,4,2,5,0,0,"Evening",7,0,20,50,70,27,1.83,3.75,4.2,1.85,3.75,4,"H","Y",1.85
"E0","23/10/2021","12:30","Chelsea","Norwich",7,0,"H",3,0,"H","A Madley",23,3,13,1,14,16,5,0,0,2,0,1,"Afternoon",2,1,0,45,45,30,1.18,7,15,1.22,6,15,"H","Y",1.22
"E0","23/10/2021","15:00","Crystal Palace","Newcastle",1,1,"D",0,0,"D","D England",15,6,3,2,13,9,3,7,3,4,0,0,"Afternoon",7,0,30,40,70,22,1.9,3.6,4,1.85,3.6,4.2,"H","N",1.85
"E0","23/10/2021","15:00","Everton","Watford",2,5,"A",1,1,"D","G Scott",15,20,4,8,9,13,3,5,4,3,0,0,"Afternoon",7,0,40,30,70,22,1.65,3.8,5.5,1.75,3.6,4.75,"H","N",1.75
"E0","23/10/2021","15:00","Leeds","Wolves",1,1,"D",0,1,"A","R Jones",18,8,4,4,15,14,6,3,2,3,0,0,"Afternoon",5,0,20,30,50,29,2.4,3.4,2.87,2.37,3.4,3,"H","N",2.37
"E0","23/10/2021","15:00","Southampton","Burnley",2,2,"D",1,1,"D","C Kavanagh",16,9,4,5,10,11,6,2,1,3,0,0,"Afternoon",4,0,10,30,40,21,1.95,3.5,3.9,1.9,3.6,4,"H","N",1.9
"E0","23/10/2021","17:30","Brighton","Man City",1,4,"A",0,3,"A","K Friend",10,23,5,14,10,6,7,6,2,3,0,0,"Evening",5,0,20,30,50,16,8,4.75,1.4,8.5,4.75,1.36,"A","Y",1.36
"E0","24/10/2021","14:00","Brentford","Leicester",1,2,"A",0,1,"A","S Hooper",15,10,5,6,13,7,9,2,1,1,0,0,"Afternoon",2,0,10,10,20,20,2.62,3.3,2.7,2.75,3.4,2.6,"A","Y",2.6
"E0","24/10/2021","14:00","West Ham","Tottenham",1,0,"H",0,0,"D","P Tierney",13,7,4,4,11,4,2,4,2,1,0,0,"Afternoon",3,0,20,10,30,15,2.3,3.5,3,2.2,3.5,3.2,"H","Y",2.2
"E0","24/10/2021","16:30","Man United","Liverpool",0,5,"A",0,4,"A","A Taylor",12,19,4,8,10,8,6,3,6,0,1,0,"Afternoon",6,1,85,0,85,18,3.1,3.6,2.2,2.9,3.6,2.3,"A","Y",2.3
"E0","30/10/2021","12:30","Leicester","Arsenal",0,2,"A",0,2,"A","M Oliver",16,9,8,5,8,11,7,6,2,0,0,0,"Afternoon",2,0,20,0,20,19,2.4,3.5,2.87,2.45,3.5,2.8,"H","N",2.45
"E0","30/10/2021","15:00","Burnley","Brentford",3,1,"H",3,0,"H","J Moss",15,12,6,5,7,10,4,2,1,1,0,0,"Afternoon",2,0,10,10,20,17,2.6,3.3,2.75,2.6,3.1,2.87,"H","Y",2.6
"E0","30/10/2021","15:00","Liverpool","Brighton",2,2,"D",2,1,"H","M Dean",14,9,3,6,8,5,5,3,2,2,0,0,"Afternoon",4,0,20,20,40,13,1.22,6.5,13,1.25,6,11,"H","N",1.25
"E0","30/10/2021","15:00","Man City","Crystal Palace",0,2,"A",0,1,"A","A Marriner",14,8,3,3,11,11,7,1,2,3,1,0,"Afternoon",5,1,45,30,75,22,1.14,8,19,1.12,9,19,"H","N",1.12
"E0","30/10/2021","15:00","Newcastle","Chelsea",0,3,"A",0,0,"D","P Tierney",6,19,1,6,14,12,0,2,3,2,0,0,"Afternoon",5,0,30,20,50,26,8.5,5,1.36,7.5,4.5,1.44,"A","Y",1.44
"E0","30/10/2021","15:00","Watford","Southampton",0,1,"A",0,1,"A","P Bankes",10,12,4,1,16,6,5,8,2,2,0,0,"Afternoon",4,0,20,20,40,22,3.2,3.3,2.3,3.3,3.5,2.15,"A","Y",2.15
"E0","30/10/2021","17:30","Tottenham","Man United",0,3,"A",0,1,"A","S Attwell",9,10,0,4,12,14,10,2,2,3,0,0,"Evening",5,0,20,30,50,26,2.87,3.6,2.37,3,3.6,2.25,"A","Y",2.25
"E0","31/10/2021","14:00","Norwich","Leeds",1,2,"A",0,0,"D","A Taylor",14,13,3,6,14,23,5,0,1,4,0,0,"Afternoon",5,0,10,40,50,37,3.4,3.5,2.1,3.6,3.75,1.95,"A","Y",1.95
"E0","31/10/2021","16:30","Aston Villa","West Ham",1,4,"A",1,2,"A","C Kavanagh",9,21,3,9,7,13,3,6,1,2,1,0,"Afternoon",3,1,35,20,55,20,2.8,3.5,2.45,2.9,3.5,2.37,"A","Y",2.37
"E0","01/11/2021","20:00","Wolves","Everton",2,1,"H",2,0,"H","M Atkinson",10,14,4,5,10,8,4,3,1,1,0,0,"Evening",2,0,10,10,20,18,2.2,3.2,3.5,2.15,3.2,3.6,"H","Y",2.15
"E0","05/11/2021","20:00","Southampton","Aston Villa",1,0,"H",1,0,"H","A Madley",9,14,3,3,12,12,10,8,2,2,0,0,"Evening",4,0,20,20,40,24,1.95,3.6,3.75,2,3.6,3.6,"H","Y",2
"E0","06/11/2021","12:30","Man United","Man City",0,2,"A",0,2,"A","M Oliver",5,16,1,5,9,12,1,9,1,2,0,0,"Afternoon",3,0,10,20,30,21,4.75,4,1.7,4.75,4.2,1.66,"A","Y",1.66
"E0","06/11/2021","15:00","Brentford","Norwich",1,2,"A",0,2,"A","J Gillett",19,9,7,5,12,13,6,2,2,3,0,0,"Afternoon",5,0,20,30,50,25,1.6,4,5.75,1.6,4,5.5,"H","N",1.6
"E0","06/11/2021","15:00","Chelsea","Burnley",1,1,"D",1,0,"H","A Marriner",25,5,4,2,6,9,14,2,1,4,0,0,"Afternoon",5,0,10,40,50,15,1.25,6,12,1.28,5.25,12,"H","N",1.28
"E0","06/11/2021","15:00","Crystal Palace","Wolves",2,0,"H",0,0,"D","G Scott",13,4,6,2,14,13,4,6,2,1,0,0,"Afternoon",3,0,20,10,30,27,2.45,3.2,3,2.3,3.1,3.4,"H","Y",2.3
"E0","06/11/2021","17:30","Brighton","Newcastle",1,1,"D",1,0,"H","D Coote",14,6,5,1,16,10,2,5,3,4,1,0,"Evening",7,1,55,40,95,26,1.57,3.9,6,1.53,4.2,6,"H","N",1.53
"E0","07/11/2021","14:00","Arsenal","Watford",1,0,"H",0,0,"D","K Friend",14,7,6,1,6,19,4,2,4,2,0,1,"Afternoon",6,1,40,45,85,25,1.36,4.75,8.5,1.44,4.75,6.5,"H","Y",1.44
"E0","07/11/2021","14:00","Everton","Tottenham",0,0,"D",0,0,"D","C Kavanagh",12,8,2,0,13,17,4,2,2,4,1,0,"Afternoon",6,1,45,40,85,30,3.1,3.25,2.37,3.4,3.3,2.2,"A","N",2.2
"E0","07/11/2021","14:00","Leeds","Leicester",1,1,"D",1,1,"D","D England",18,9,5,3,12,5,10,5,1,1,0,0,"Afternoon",2,0,10,10,20,17,2.8,3.5,2.45,2.6,3.5,2.62,"H","N",2.6
"E0","07/11/2021","16:30","West Ham","Liverpool",3,2,"H",1,1,"D","C Pawson",7,16,3,5,11,6,3,2,1,1,0,0,"Afternoon",2,0,10,10,20,17,4.75,4,1.7,4.2,4.1,1.75,"A","N",1.75
"E0","20/11/2021","12:30","Leicester","Chelsea",0,3,"A",0,2,"A","P Tierney",4,16,3,7,15,8,3,5,3,1,0,0,"Afternoon",4,0,30,10,40,23,4.75,3.75,1.75,5,3.75,1.7,"A","Y",1.7
"E0","20/11/2021","15:00","Aston Villa","Brighton",2,0,"H",0,0,"D","A Taylor",9,6,5,2,7,13,5,7,3,3,0,0,"Afternoon",6,0,30,30,60,20,2.45,3.3,2.9,2.45,3.3,2.9,"H","Y",2.45
"E0","20/11/2021","15:00","Burnley","Crystal Palace",3,3,"D",2,3,"A","S Hooper",15,18,9,8,14,15,3,6,2,3,0,0,"Afternoon",5,0,20,30,50,29,2.7,3.2,2.7,2.8,3.2,2.62,"A","N",2.62
"E0","20/11/2021","15:00","Newcastle","Brentford",3,3,"D",2,2,"D","R Jones",23,10,9,4,13,11,8,2,2,2,0,0,"Afternoon",4,0,20,20,40,24,2.62,3.4,2.7,2.4,3.4,2.9,"H","N",2.4
"E0","20/11/2021","15:00","Norwich","Southampton",2,1,"H",1,1,"D","M Atkinson",8,17,4,5,8,9,5,7,3,2,0,0,"Afternoon",5,0,30,20,50,17,3.6,3.5,2.05,3.5,3.5,2.05,"A","N",2.05
"E0","20/11/2021","15:00","Watford","Man United",4,1,"H",2,0,"H","J Moss",20,9,7,3,7,5,9,3,2,1,0,1,"Afternoon",3,1,20,35,55,12,6.5,4.75,1.45,6.5,4.5,1.45,"A","N",1.45
"E0","20/11/2021","15:00","Wolves","West Ham",1,0,"H",0,0,"D","M Dean",15,8,5,3,6,9,7,3,1,1,0,0,"Afternoon",2,0,10,10,20,15,3,3.25,2.4,3.1,3.25,2.37,"A","N",2.37
"E0","20/11/2021","17:30","Liverpool","Arsenal",4,0,"H",1,0,"H","M Oliver",19,5,9,3,15,12,6,1,2,0,0,0,"Evening",2,0,20,0,20,27,1.45,4.75,6.5,1.5,4.75,5.75,"H","Y",1.5
"E0","21/11/2021","14:00","Man City","Everton",3,0,"H",1,0,"H","S Attwell",17,4,7,1,5,7,7,1,1,1,0,0,"Afternoon",2,0,10,10,20,12,1.14,8,19,1.2,6.5,15,"H","Y",1.2
"E0","21/11/2021","16:30","Tottenham","Leeds",2,1,"H",0,1,"A","A Marriner",13,18,4,7,11,12,4,8,1,4,0,0,"Afternoon",5,0,10,40,50,23,1.7,4.2,4.5,1.57,4,6,"H","Y",1.57
"E0","27/11/2021","12:30","Arsenal","Newcastle",2,0,"H",0,0,"D","S Attwell",24,9,6,5,6,12,4,4,1,3,0,0,"Afternoon",4,0,10,30,40,18,1.44,4.75,7,1.5,4.5,6,"H","Y",1.5
"E0","27/11/2021","15:00","Crystal Palace","Aston Villa",1,2,"A",0,1,"A","M Salisbury",8,10,3,3,12,10,7,3,3,3,0,0,"Afternoon",6,0,30,30,60,22,2.2,3.4,3.3,2.25,3.3,3.3,"H","N",2.25
"E0","27/11/2021","15:00","Liverpool","Southampton",4,0,"H",3,0,"H","A Marriner",20,7,6,3,7,14,5,7,0,1,0,0,"Afternoon",1,0,0,10,10,21,1.28,6,9,1.25,6,11,"H","Y",1.25
"E0","27/11/2021","15:00","Norwich","Wolves",0,0,"D",0,0,"D","S Hooper",14,5,4,2,11,10,4,3,2,2,0,0,"Afternoon",4,0,20,20,40,21,3.5,3.3,2.15,3.5,3.3,2.15,"A","N",2.15
"E0","27/11/2021","17:30","Brighton","Leeds",0,0,"D",0,0,"D","C Pawson",20,11,4,4,12,14,6,1,1,3,0,0,"Evening",4,0,10,30,40,26,2.05,3.4,3.75,2.15,3.3,3.4,"H","N",2.15
"E0","28/11/2021","14:00","Brentford","Everton",1,0,"H",1,0,"H","D England",6,14,4,5,8,11,3,3,4,3,0,0,"Afternoon",7,0,40,30,70,19,2.25,3.2,3.4,2.15,3.25,3.5,"H","Y",2.15
"E0","28/11/2021","14:00","Leicester","Watford",4,2,"H",3,1,"H","A Madley",18,16,8,5,5,19,8,6,0,0,0,0,"Afternoon",0,0,0,0,0,24,1.61,4,5.5,1.65,3.8,5.25,"H","Y",1.65
"E0","28/11/2021","14:00","Man City","West Ham",2,1,"H",1,0,"H","M Oliver",19,5,9,3,7,6,8,4,2,0,0,0,"Afternoon",2,0,20,0,20,13,1.28,5.75,10,1.25,6,11,"H","Y",1.25
"E0","28/11/2021","16:30","Chelsea","Man United",1,1,"D",0,0,"D","A Taylor",24,3,6,2,13,14,15,2,2,5,0,0,"Afternoon",7,0,20,50,70,27,1.57,4,6,1.53,4,6.5,"H","N",1.53
"E0","30/11/2021","19:30","Newcastle","Norwich",1,1,"D",0,0,"D","A Madley",9,16,1,6,8,11,2,5,0,0,0,1,"Evening",0,1,0,25,25,19,1.95,3.5,3.9,2,3.5,3.75,"H","N",2
"E0","30/11/2021","20:15","Leeds","Crystal Palace",1,0,"H",0,0,"D","K Friend",15,9,3,1,15,15,7,4,5,3,0,0,"Evening",8,0,50,30,80,30,2.4,3.3,3,2.2,3.4,3.25,"H","Y",2.2
"E0","01/12/2021","19:30","Southampton","Leicester",2,2,"D",2,1,"H","R Jones",15,15,7,6,14,11,2,4,1,3,0,0,"Evening",4,0,10,30,40,25,2.37,3.5,2.87,2.25,3.5,3.1,"H","N",2.25
"E0","01/12/2021","19:30","Watford","Chelsea",1,2,"A",1,1,"D","D Coote",13,8,6,4,18,16,6,0,4,3,0,0,"Evening",7,0,40,30,70,34,10,5.25,1.3,9,5.25,1.33,"A","Y",1.33
"E0","01/12/2021","19:30","West Ham","Brighton",1,1,"D",1,0,"H","C Kavanagh",14,9,6,3,10,8,9,5,1,1,0,0,"Evening",2,0,10,10,20,18,1.95,3.6,3.8,1.95,3.4,4,"H","N",1.95
"E0","01/12/2021","19:30","Wolves","Burnley",0,0,"D",0,0,"D","J Brooks",16,6,2,1,5,7,5,5,2,3,0,0,"Evening",5,0,20,30,50,12,1.85,3.5,4.33,1.9,3.4,4.2,"H","N",1.9
"E0","01/12/2021","20:15","Aston Villa","Man City",1,2,"A",0,2,"A","M Dean",9,17,3,7,8,12,4,11,0,0,0,0,"Evening",0,0,0,0,0,20,9,5.25,1.33,7,4.33,1.45,"A","Y",1.45
"E0","01/12/2021","20:15","Everton","Liverpool",1,4,"A",1,2,"A","P Tierney",8,16,2,7,8,16,3,11,4,3,0,0,"Evening",7,0,40,30,70,24,7.5,5.25,1.36,8,5,1.36,"A","Y",1.36
"E0","02/12/2021","19:30","Tottenham","Brentford",2,0,"H",1,0,"H","J Moss",11,6,6,2,13,11,11,5,0,0,0,0,"Evening",0,0,0,0,0,24,1.6,4.2,5.25,1.61,3.9,5.5,"H","Y",1.61
"E0","02/12/2021","20:15","Man United","Arsenal",3,2,"H",1,1,"D","M Atkinson",14,17,10,8,9,10,3,8,1,0,0,0,"Evening",1,0,10,0,10,19,1.95,3.75,3.75,2.1,3.5,3.4,"H","Y",2.1
"E0","04/12/2021","12:30","West Ham","Chelsea",3,2,"H",1,2,"A","A Marriner",11,19,5,7,10,10,1,9,1,3,0,0,"Afternoon",4,0,10,30,40,20,4.75,3.6,1.75,4.75,3.75,1.75,"A","N",1.75
"E0","04/12/2021","15:00","Newcastle","Burnley",1,0,"H",1,0,"H","P Tierney",19,10,4,1,11,9,10,3,1,1,0,0,"Afternoon",2,0,10,10,20,20,2.3,3.3,3.2,2.3,3.4,3,"H","Y",2.3
"E0","04/12/2021","15:00","Southampton","Brighton",1,1,"D",1,0,"H","A Taylor",14,14,4,4,15,12,6,2,4,2,0,0,"Afternoon",6,0,40,20,60,27,2.45,3.2,3,2.6,3.1,2.87,"H","N",2.6
"E0","04/12/2021","15:00","Wolves","Liverpool",0,1,"A",0,0,"D","C Kavanagh",3,17,1,5,4,7,2,8,2,2,0,0,"Afternoon",4,0,20,20,40,11,8,4.75,1.4,8.5,5,1.36,"A","Y",1.36
"E0","04/12/2021","17:30","Watford","Man City",1,3,"A",0,2,"A","S Hooper",11,26,4,13,10,7,5,11,3,0,0,0,"Evening",3,0,30,0,30,17,12,7,1.2,12,7,1.2,"A","Y",1.2
"E0","05/12/2021","14:00","Leeds","Brentford",2,2,"D",1,0,"H","D Coote",13,9,6,3,11,9,5,1,5,3,0,0,"Afternoon",8,0,50,30,80,20,1.95,3.6,3.8,1.83,3.5,4.5,"H","N",1.83
"E0","05/12/2021","14:00","Man United","Crystal Palace",1,0,"H",0,0,"D","C Pawson",16,8,3,2,16,9,9,6,2,2,0,0,"Afternoon",4,0,20,20,40,25,1.5,4.33,6.5,1.5,4.33,6.5,"H","Y",1.5
"E0","05/12/2021","14:00","Tottenham","Norwich",3,0,"H",1,0,"H","J Gillett",17,10,7,1,11,4,6,4,1,2,0,0,"Afternoon",3,0,10,20,30,15,1.36,5,8.5,1.44,4.5,7,"H","Y",1.44
"E0","05/12/2021","16:30","Aston Villa","Leicester",2,1,"H",1,1,"D","M Oliver",13,12,4,5,8,25,3,6,1,1,0,0,"Afternoon",2,0,10,10,20,33,2.37,3.4,3,2.2,3.4,3.3,"H","Y",2.2
"E0","06/12/2021","20:00","Everton","Arsenal",2,1,"H",0,1,"A","M Dean",11,10,5,3,8,12,3,3,2,2,0,0,"Evening",4,0,20,20,40,20,3.4,3.5,2.1,3.6,3.5,2.05,"A","N",2.05
"E0","10/12/2021","20:00","Brentford","Watford",2,1,"H",0,1,"A","M Oliver",14,6,5,2,12,18,8,2,4,0,0,0,"Evening",4,0,40,0,40,30,2.25,3.3,3.3,2.45,3.3,2.87,"H","Y",2.45
"E0","11/12/2021","12:30","Man City","Wolves",1,0,"H",0,0,"D","J Moss",24,2,10,1,12,5,14,1,3,2,0,1,"Afternoon",5,1,30,45,75,17,1.14,8,19,1.14,8,19,"H","Y",1.14
"E0","11/12/2021","15:00","Arsenal","Southampton",3,0,"H",2,0,"H","J Gillett",15,11,5,6,5,9,9,8,2,0,0,0,"Afternoon",2,0,20,0,20,14,1.61,4,5.5,1.75,3.75,4.5,"H","Y",1.75
"E0","11/12/2021","15:00","Chelsea","Leeds",3,2,"H",1,1,"D","C Kavanagh",16,12,6,5,9,15,5,2,2,5,0,0,"Afternoon",7,0,20,50,70,24,1.25,5.75,12,1.2,6.5,13,"H","Y",1.2
"E0","11/12/2021","15:00","Liverpool","Aston Villa",1,0,"H",0,0,"D","S Attwell",20,4,5,0,13,6,11,3,1,2,0,0,"Afternoon",3,0,10,20,30,19,1.2,7,13,1.22,6.5,12,"H","Y",1.22
"E0","11/12/2021","17:30","Norwich","Man United",0,1,"A",0,0,"D","D England",11,13,5,5,6,17,8,6,1,1,0,0,"Evening",2,0,10,10,20,23,7,4.5,1.45,7,4.5,1.44,"A","Y",1.44
"E0","12/12/2021","14:00","Burnley","West Ham",0,0,"D",0,0,"D","G Scott",9,16,1,3,13,11,6,4,2,1,0,0,"Afternoon",3,0,20,10,30,24,3.6,3.6,2,3.4,3.5,2.1,"A","N",2.1
"E0","12/12/2021","14:00","Leicester","Newcastle",4,0,"H",1,0,"H","P Bankes",8,12,5,3,9,16,4,6,2,3,0,0,"Afternoon",5,0,20,30,50,25,1.66,4.1,4.75,1.7,4,4.75,"H","Y",1.7
"E0","12/12/2021","16:30","Crystal Palace","Everton",3,1,"H",1,0,"H","A Madley",17,12,6,6,15,14,8,2,0,2,0,0,"Afternoon",2,0,0,20,20,29,2.3,3.2,3.3,2.1,3.2,3.75,"H","Y",2.1
"E0","14/12/2021","19:45","Norwich","Aston Villa",0,2,"A",0,1,"A","D Coote",7,17,3,6,12,9,7,10,3,1,0,0,"Evening",4,0,30,10,40,21,3.3,3.3,2.25,3.5,3.4,2.1,"A","Y",2.1
"E0","14/12/2021","20:00","Man City","Leeds",7,0,"H",3,0,"H","P Tierney",31,6,15,3,5,9,6,2,1,1,0,0,"Evening",2,0,10,10,20,14,1.14,8.5,15,1.14,8.5,15,"H","Y",1.14
"E0","15/12/2021","19:30","Brighton","Wolves",0,1,"A",0,1,"A","T Harrington",12,8,2,5,11,14,7,4,2,0,0,0,"Evening",2,0,20,0,20,25,2.25,3.1,3.5,2,3.1,4.5,"H","N",2
"E0","15/12/2021","19:30","Crystal Palace","Southampton",2,2,"D",1,2,"A","S Hooper",9,15,6,4,16,20,4,6,2,4,0,0,"Evening",6,0,20,40,60,36,2.15,3.3,3.5,1.95,3.4,4,"H","N",1.95
"E0","15/12/2021","20:00","Arsenal","West Ham",2,0,"H",0,0,"D","A Taylor",21,7,8,1,8,9,5,2,2,0,0,1,"Evening",2,1,20,25,45,17,2.1,3.6,3.3,2,3.6,3.6,"H","Y",2
"E0","16/12/2021","19:45","Chelsea","Everton",1,1,"D",0,0,"D","M Oliver",23,5,10,3,11,11,7,1,2,3,0,0,"Evening",5,0,20,30,50,22,1.22,6.5,13,1.18,6.5,19,"H","N",1.18
"E0","16/12/2021","20:00","Liverpool","Newcastle",3,1,"H",2,1,"H","M Dean",23,4,8,2,9,4,11,0,1,3,0,0,"Evening",4,0,10,30,40,13,1.12,9,19,1.11,9.5,21,"H","Y",1.11
"E0","18/12/2021","17:30","Leeds","Arsenal",1,4,"A",0,3,"A","A Marriner",9,21,2,12,11,7,1,4,3,1,0,0,"Evening",4,0,30,10,40,18,3.9,3.8,1.83,5.25,4.33,1.57,"A","Y",1.57
"E0","19/12/2021","14:00","Newcastle","Man City",0,4,"A",0,2,"A","M Atkinson",5,18,1,7,9,6,3,6,1,2,0,0,"Afternoon",3,0,10,20,30,15,13,7.5,1.18,21,9,1.11,"A","Y",1.11
"E0","19/12/2021","14:00","Wolves","Chelsea",0,0,"D",0,0,"D","D Coote",4,8,1,1,9,7,4,9,0,2,0,0,"Afternoon",2,0,0,20,20,16,7,4.2,1.5,5.5,3.4,1.72,"A","N",1.72
"E0","19/12/2021","16:30","Tottenham","Liverpool",2,2,"D",1,1,"D","P Tierney",10,18,5,6,12,11,6,4,4,4,0,1,"Afternoon",8,1,40,65,105,23,5.25,4.75,1.53,4.75,4.1,1.66,"A","N",1.66
"E0","26/12/2021","15:00","Man City","Leicester",6,3,"H",4,0,"H","C Kavanagh",17,14,9,8,11,9,14,4,1,2,0,0,"Afternoon",3,0,10,20,30,20,1.18,7.5,13,1.12,10,17,"H","Y",1.12
"E0","26/12/2021","15:00","Norwich","Arsenal",0,5,"A",0,2,"A","G Scott",4,16,2,6,13,7,3,5,1,2,0,0,"Afternoon",3,0,10,20,30,20,8,4.75,1.4,6.5,4.5,1.5,"A","Y",1.5
"E0","26/12/2021","15:00","Tottenham","Crystal Palace",3,0,"H",2,0,"H","J Moss",17,4,6,0,16,10,4,2,1,1,0,1,"Afternoon",2,1,10,35,45,26,1.72,3.8,4.75,1.7,3.8,5,"H","Y",1.7
"E0","26/12/2021","15:00","West Ham","Southampton",2,3,"A",0,1,"A","K Friend",11,11,5,6,10,9,10,2,2,3,0,0,"Afternoon",5,0,20,30,50,19,1.8,3.9,4.2,1.9,3.75,3.8,"H","N",1.9
"E0","26/12/2021","17:30","Aston Villa","Chelsea",1,3,"A",1,1,"D","M Atkinson",8,10,1,4,8,11,2,5,3,1,0,0,"Evening",4,0,30,10,40,19,5.25,3.8,1.65,5.25,3.8,1.65,"A","Y",1.65
"E0","26/12/2021","20:00","Brighton","Brentford",2,0,"H",2,0,"H","D England",15,16,5,6,8,10,6,9,1,3,0,0,"Evening",4,0,10,30,40,18,1.9,3.4,4.2,1.9,3.4,4.33,"H","Y",1.9
"E0","27/12/2021","20:00","Newcastle","Man United",1,1,"D",1,0,"H","C Pawson",13,13,8,4,11,8,2,4,3,3,0,0,"Evening",6,0,30,30,60,19,6.5,4.75,1.44,6.5,4.75,1.45,"A","N",1.45
"E0","28/12/2021","15:00","Crystal Palace","Norwich",3,0,"H",3,0,"H","P Tierney",19,12,6,3,9,13,8,8,1,2,0,0,"Afternoon",3,0,10,20,30,22,1.65,3.75,5.5,1.72,3.5,5.25,"H","Y",1.72
"E0","28/12/2021","15:00","Southampton","Tottenham",1,1,"D",1,1,"D","A Taylor",9,21,2,11,15,5,3,7,2,2,1,0,"Afternoon",4,1,45,20,65,20,3.75,3.5,2,3.75,3.5,2,"A","N",2
"E0","28/12/2021","15:00","Watford","West Ham",1,4,"A",1,2,"A","D England",14,13,5,6,12,12,4,5,0,1,0,0,"Afternoon",1,0,0,10,10,24,3.4,3.6,2.1,3.6,3.75,1.95,"A","Y",1.95
"E0","28/12/2021","20:00","Leicester","Liverpool",1,0,"H",0,0,"D","M Oliver",6,21,1,4,8,11,1,12,0,1,0,0,"Evening",1,0,0,10,10,19,8,5.5,1.33,9,6,1.28,"A","N",1.28
"E0","29/12/2021","19:30","Chelsea","Brighton",1,1,"D",1,0,"H","M Dean",11,18,5,6,14,7,10,8,4,1,0,0,"Evening",5,0,40,10,50,21,1.4,4.5,7.5,1.33,5,9.5,"H","N",1.33
"E0","29/12/2021","20:15","Brentford","Man City",0,1,"A",0,1,"A","D Coote",6,12,2,3,12,10,3,5,0,0,0,0,"Evening",0,0,0,0,0,22,19,8,1.14,17,9,1.12,"A","Y",1.12
"E0","30/12/2021","20:15","Man United","Burnley",3,1,"H",3,1,"H","J Moss",18,10,6,3,5,10,7,5,0,0,0,0,"Evening",0,0,0,0,0,15,1.36,5,9,1.36,5,8,"H","Y",1.36
"E0","01/01/2022","12:30","Arsenal","Man City",1,2,"A",1,0,"H","S Attwell",7,15,2,2,13,5,5,5,3,2,1,0,"Afternoon",5,1,55,20,75,18,5.75,4.75,1.5,5.25,4.2,1.6,"A","Y",1.6
"E0","01/01/2022","15:00","Watford","Tottenham",0,1,"A",0,0,"D","R Jones",6,21,4,9,6,9,3,7,0,1,0,0,"Afternoon",1,0,0,10,10,15,5,4.2,1.61,5.5,4,1.6,"A","Y",1.6
"E0","01/01/2022","17:30","Crystal Palace","West Ham",2,3,"A",0,3,"A","D England",22,10,6,5,6,16,9,1,0,2,0,0,"Evening",2,0,0,20,20,22,3.1,3.4,2.3,3.4,3.4,2.15,"A","Y",2.15
"E0","02/01/2022","14:00","Brentford","Aston Villa",2,1,"H",1,1,"D","C Pawson",10,16,4,5,17,11,3,7,2,2,0,0,"Afternoon",4,0,20,20,40,28,3,3.3,2.4,2.8,3.25,2.55,"A","N",2.55
"E0","02/01/2022","14:00","Everton","Brighton",2,3,"A",0,2,"A","J Brooks",17,12,6,5,5,12,8,5,1,1,0,0,"Afternoon",2,0,10,10,20,17,2.75,3.2,2.62,3,3.1,2.5,"A","Y",2.5
"E0","02/01/2022","14:00","Leeds","Burnley",3,1,"H",1,0,"H","P Tierney",22,8,7,2,11,7,9,3,2,1,0,0,"Afternoon",3,0,20,10,30,18,2.05,3.5,3.5,2,3.5,3.6,"H","Y",2
"E0","02/01/2022","16:30","Chelsea","Liverpool",2,2,"D",2,2,"D","A Taylor",15,10,6,6,5,13,6,7,1,2,0,0,"Afternoon",3,0,10,20,30,18,3.1,3.5,2.25,2.5,3.5,2.7,"H","N",2.5
"E0","03/01/2022","17:30","Man United","Wolves",0,1,"A",0,0,"D","M Dean",9,19,2,6,9,8,3,8,3,1,0,0,"Evening",4,0,30,10,40,17,1.53,4.33,6,1.65,3.75,5.75,"H","N",1.65
"E0","11/01/2022","19:45","Southampton","Brentford",4,1,"H",2,1,"H","S Attwell",12,5,6,4,9,8,5,2,0,1,0,0,"Evening",1,0,0,10,10,17,2.05,3.4,3.6,2.1,3.25,3.6,"H","Y",2.1
"E0","12/01/2022","19:45","West Ham","Norwich",2,0,"H",1,0,"H","S Hooper",13,7,5,3,9,8,11,2,0,0,0,0,"Evening",0,0,0,0,0,17,1.28,5.5,10,1.36,5,8,"H","Y",1.36
